T2020PUMA_GISMATCH,gamma01b_units_FMM_agg_eq20,gamma01b_units_FMM_agg_eq21
1709100,0.45013306,0.51100308
1709300,0.35701436,0.3925364
1709500,0.85992503,0.86213362
1709701,0.22331539,0.23658434
1709702,0.11238898,0.12339913
1709703,0.16795881,0.17599644
1709704,0.26548114,0.27593747
1709705,0.20505321,0.2126921
1709900,0.56912398,0.56912398
1711101,0.35173821,0.37439665
1711102,0.22305901,0.23748904
1711300,0.41139677,0.47521219
1711500,0.43697032,0.48668027
1711700,0.58335441,0.59033018
1711901,0.33362362,0.36585513
1711902,0.4871006,0.51556897
1712100,0.77187467,0.77187467
1713500,0.98247391,0.98359448
1714300,0.3371042,0.39157555
1716100,0.31882644,0.36593157
1716301,0.32713583,0.34904388
1716302,0.70233929,0.71752602
1716700,0.44279301,0.49638343
1717900,0.53723621,0.60308486
1719500,0.86342841,0.86812431
1719701,0.20357749,0.21105145
1719702,0.25919697,0.26662871
1719703,0.11452385,0.13180196
1719704,0.3216733,0.32996336
1719705,0.47502702,0.486711
1720101,0.3180123,0.36308163
1800101,0.18797262,0.18928845
1800102,0.31423882,0.31794935
1800103,0.35497969,0.36989078
1800104,0.49113896,0.51766503
1800200,0.46649951,0.50495833
1800300,0.37863648,0.43415925
1800401,0.15653177,0.17011116
1800402,0.45921323,0.52087325
1800501,0.50978327,0.53208709
1800502,0.67254639,0.71554857
1800600,0.87982225,0.87982225
1800800,0.70128942,0.73141068
1800900,0.9025436,0.9025436
1801001,0.38068959,0.39305842
1801002,0.47925082,0.49737281
1801003,0.83669686,0.84625453
1801200,0.40075535,0.46150604
1801300,0.5324887,0.58287942
1801600,0.81060874,0.81060874
1801700,0.63455307,0.66472727
1801801,0.6183815,0.66050148
1801901,0.35676086,0.37086004
1801902,0.47469452,0.51408988
1802000,0.58065945,0.64051622
1802100,0.5096876,0.55396682
1802200,0.53216439,0.59485865
1802300,0.64027607,0.66474903
1802401,0.3224563,0.33366853
1802402,0.34254488,0.35338187
1802403,0.2946189,0.30371135
1802404,0.27594635,0.27942801
1802405,0.25815871,0.26051414
1802406,0.3658106,0.38824028
1802407,0.36159191,0.37713835
1802500,0.4320623,0.47883084
1802600,0.52910191,0.61992961
1802900,0.54434657,0.57898635
1803200,0.64391738,0.65196174
1803300,0.74848521,0.75560141
1803400,0.52772754,0.57113838
1803600,0.47692591,0.53336197
1803700,0.50481987,0.53629917
1900301,0.60976428,0.66058528
1900302,0.32314727,0.35669267
1900400,0.94224435,0.94224435
1900500,0.45073551,0.50457317
1900700,0.51443928,0.57426679
1900800,0.8671273,0.86724705
1900900,0.42849967,0.48437575
1901100,0.42089489,0.49412096
1901300,0.92860955,0.92860955
1901400,0.70039475,0.74304998
1901501,0.30780038,0.35086045
1901502,0.60075277,0.64341438
1901503,0.33413988,0.35226265
1901600,0.68964154,0.71788031
1902000,0.49127629,0.54380316
1902100,0.46023101,0.50899959
2000400,0.29525921,0.32013276
2000501,0.29843467,0.32709908
2000601,0.777412,0.78286815
2000700,0.42506835,0.45791385
2000801,0.24942896,0.28009948
2000802,0.19513458,0.20492536
2000803,0.2449463,0.26845485
2000804,0.23982525,0.28360894
2000900,0.51989567,0.56070215
2001201,0.41022134,0.46546274
2001301,0.45455933,0.50628895
2001401,0.25935718,0.26172781
2001501,0.45836112,0.52653503
2100300,0.73635012,0.76265389
2100400,0.63916904,0.63969791
2101400,0.57652956,0.6595124
2101500,0.59527212,0.62095928
2101600,0.56293291,0.58128983
2101701,0.24366343,0.24669531
2101702,0.34203121,0.36040154
2101703,0.44551623,0.46334028
2101704,0.33127776,0.34708539
2101705,0.30633625,0.31947222
2101706,0.36341593,0.38101798
2101800,0.67170113,0.67511356
2101901,0.24855535,0.25787175
2101902,0.35376444,0.39986536
2101903,0.25112849,0.26951262
2102100,0.54634064,0.55831623
2102300,0.88566536,0.88566536
2102400,0.37919131,0.41566241
2102500,0.4416382,0.48100445
2102600,0.4672249,0.50910658
2102700,0.60731226,0.60731226
2102800,0.44344765,0.47418746
2200101,0.38984826,0.44595215
2200102,0.44255757,0.48108381
2200200,0.58057094,0.63350761
2200300,0.80532473,0.80532473
2200400,0.55156082,0.5826965
2200600,1.0479629,1.0479629
2200700,0.70649612,0.74816549
2200801,0.52127647,0.55605668
2200901,0.46821427,0.50026453
2201100,0.71083581,0.7110433
2201201,0.59471834,0.61783367
2201202,0.43684655,0.4519819
2201300,0.7027235,0.7027235
2201400,0.703628,0.73430645
2201501,0.71648937,0.73526639
2201502,0.30249032,0.30750322
2201503,0.38778302,0.41206521
2201504,0.42607215,0.44914797
2201700,0.72596562,0.7425338
2201900,0.38830447,0.41132534
2202000,0.60835189,0.6496731
2202100,0.52717525,0.55225682
2202201,0.59827697,0.62384415
2202202,0.51473927,0.5554325
2202301,0.2345822,0.23713601
2202302,0.24489215,0.24596488
2202303,0.28926888,0.29558063
2202401,0.28609195,0.28861472
2202402,0.2505832,0.25095454
2202403,0.30823618,0.31205228
2202501,0.32581106,0.33849466
2300200,0.81402659,0.81402659
2300300,0.49141744,0.54610282
2300400,0.66286546,0.66286546
2300600,0.53691697,0.60158652
2300700,0.65284085,0.6973564
2300800,0.74587619,0.75576454
2300900,0.4377735,0.53977585
2301000,0.27810314,0.30143616
2400101,0.64085549,0.6857987
2400201,0.36721575,0.44052473
2400301,0.31019709,0.33883354
2400302,0.64782596,0.6500628
2400400,0.60275286,0.60857201
2400501,0.66535431,0.66840422
2400502,0.32493564,0.3339636
2400503,0.26224807,0.28140885
2400504,0.20761095,0.22516538
2400505,0.23872133,0.25468081
2400506,0.20072237,0.22209527
2400507,0.2268593,0.24297996
2400601,0.49066395,0.50991362
2400602,0.25420892,0.27546906
2400700,0.69640321,0.71039051
2400801,0.15062805,0.16974699
2400802,0.11551297,0.13115358
2400803,0.1228757,0.13081473
2400804,0.12339678,0.13163991
2400805,0.11604867,0.12382105
2400901,0.56205368,0.57631111
2400902,0.37071955,0.3802762
2400903,0.33035368,0.3499248
2401001,0.6296072,0.64453465
2401002,0.33580652,0.35613671
2401003,0.2313312,0.24175879
2401004,0.38819042,0.40916449
2401005,0.34258056,0.35369086
2401006,0.43172988,0.44376042
2401007,0.26995245,0.27822804
2401008,0.3553797,0.37225342
2401101,0.20081158,0.20890827
2401102,0.29120845,0.31290916
2401103,0.20456615,0.20985024
2401104,0.21926114,0.22627476
2401105,0.40617162,0.42762297
2401106,0.56090534,0.57492429
2401107,0.3058283,0.31768602
2401201,0.32024047,0.329519
2401202,0.20060375,0.20734856
2401203,0.47391412,0.48269689
2401204,0.33036751,0.35297981
2401205,0.32749486,0.37331441
2401300,0.69492739,0.69865632
2401501,0.61661583,0.62595212
2401601,0.67238081,0.67505926
2401700,0.5926854,0.60966843
2500100,0.53350139,0.58156163
2500201,0.61396277,0.62617129
2500301,0.39500064,0.43197489
2500401,0.34968969,0.39036697
2500402,0.19477665,0.20216016
2500403,0.38452259,0.42150924
2500501,0.31937861,0.38722259
2500502,0.16285938,0.22907834
2500503,0.24884257,0.28360382
2500504,0.042543013,0.051380459
2500505,0.089987852,0.1052075
2500506,0.47947809,0.51180416
2500507,0.43286636,0.47048354
2500601,0.3180384,0.34258196
2500602,0.035416216,0.042015929
2500603,0.18114355,0.18735236
2500604,0.28653929,0.31230018
2500605,0.08910048,0.10114693
2500606,0.31549156,0.33867794
2500607,0.20775709,0.21988894
2500608,0.12853682,0.13463761
2500609,0.13515012,0.13935012
2500610,0.16062954,0.16252948
2500611,0.19482511,0.19739488
2500612,0.090087555,0.092335314
2500613,0.10668197,0.11001142
2500701,0.084828943,0.1071573
2500702,0.10044838,0.1164161
2500703,0.20942479,0.25569102
2500704,0.19879533,0.22607128
2500705,0.10252839,0.10861846
2500706,0.10335637,0.1208702
2500801,0.14515159,0.14942813
2500802,0.21603644,0.21904908
2500803,0.14221607,0.14716411
2500804,0.10000278,0.10154159
2500805,0.10375194,0.10843489
2500806,0.14502178,0.1465802
2500901,0.27689224,0.29834935
2500902,0.072009102,0.088053383
2500903,0.060425103,0.071392246
2500904,0.085558333,0.09656734
2500905,0.16858901,0.19058523
2500906,0.32142413,0.33413643
2501001,0.2019908,0.24806069
2501002,0.32596838,0.36157414
2501003,0.1074255,0.14191359
2501004,0.21387644,0.24665152
2501101,0.11168049,0.11693746
2501102,0.39277211,0.40556762
2501103,0.33911553,0.36100575
2501104,0.3598955,0.40749967
2501201,0.35097945,0.35098091
2600700,0.50989234,0.55394089
2600801,0.15952119,0.22510114
2600802,0.48936102,0.54075253
2601001,0.25915426,0.28005341
2601002,0.18302722,0.18915515
2601003,0.40713093,0.43998313
2601004,0.5574351,0.59275895
2601100,0.82343233,0.82343239
2601400,0.45288712,0.53119808
2601500,0.57232058,0.62947726
2601701,0.65400982,0.6843487
2601702,0.44517285,0.46609798
2601703,0.26590824,0.28130338
2601704,0.50813407,0.56601155
2601801,0.53571719,0.57256067
2601802,0.28804338,0.29371834
2601900,0.65539503,0.69386357
2602000,0.55096447,0.60767919
2602101,0.61701399,0.64761651
2602102,0.29788846,0.31317231
2602200,0.95828807,0.95828807
2602400,0.51757097,0.579813
2602600,0.5596078,0.59958673
2602701,0.4320184,0.46161383
2602702,0.045624334,0.052895669
2602703,0.16670957,0.19373249
2602800,0.3430821,0.37437961
2602901,0.360255,0.38079605
2602902,0.35082731,0.36875129
2602903,0.1793057,0.18447508
2602904,0.11517771,0.12109289
2602905,0.20469904,0.21387136
2602906,0.22719383,0.23195066
2602907,0.14627947,0.15020297
2602908,0.16608764,0.16690785
2603001,0.31929147,0.35256445
2603002,0.21452929,0.22308838
2603003,0.16234414,0.16363113
2603004,0.15970024,0.16144244
2603005,0.14667681,0.14678876
2603006,0.15751898,0.15781516
2603100,0.2659041,0.32771701
2603201,0.19051602,0.20168172
2603202,0.16907871,0.17096111
2603203,0.1726965,0.17383236
2603204,0.16357611,0.1652468
2603205,0.29920888,0.32170281
2603206,0.21359786,0.22176772
2603207,0.16463667,0.16480431
2603208,0.17673381,0.17759025
2603209,0.17581227,0.17723045
2603210,0.1792706,0.17951262
2603211,0.20932516,0.21105039
2603212,0.19770704,0.19793272
2603213,0.20516762,0.2070591
2603300,0.57178795,0.6301524
2700101,0.91264784,0.92690325
2700201,0.84924912,0.85686839
2700301,0.55611151,0.66497266
2700401,0.44090259,0.50128913
2700501,1.0873516,1.0874244
2700700,0.67258835,0.72792721
2700901,0.90584666,0.91832262
2701001,0.47284237,0.52598453
2701101,0.74753201,0.77352041
2701200,0.6675142,0.67128217
2701301,0.66305727,0.68005997
2701302,0.21948421,0.2288965
2701303,0.43233037,0.44922286
2701401,0.39999658,0.43604359
2701402,0.29150003,0.3198221
2701501,0.28638142,0.29749396
2701502,0.22378217,0.22939231
2701503,0.1311263,0.13369244
2701504,0.16066766,0.16444212
2701505,0.10612039,0.11349902
2701601,0.43856233,0.4691062
2701602,0.29046386,0.3010523
2701603,0.27373782,0.28200665
2701604,0.21905817,0.22191891
2701605,0.25830486,0.2688655
2701606,0.20700586,0.21240732
2701607,0.20677538,0.21132168
2701608,0.17970668,0.18164411
2701609,0.18165071,0.18308967
2701610,0.24606533,0.25051329
2701611,0.18575339,0.18763402
2701701,0.18992256,0.20020792
2701702,0.25625181,0.29234043
2701703,0.16144113,0.16846441
2701704,0.44276488,0.47151336
2701800,0.38381928,0.42494014
2701900,0.49168158,0.51813412
2702001,0.60026717,0.61441213
2702100,0.66865182,0.66865182
2702500,0.67589223,0.67589223
2702600,0.77105117,0.77158707
2702700,0.45327401,0.49297899
2800900,0.58611429,0.63461173
2801001,0.91444659,0.91838419
2801101,0.42107606,0.44613203
2801300,0.75813055,0.78228045
2801400,0.90602559,0.90602553
2801800,0.65044039,0.6961683
2801900,0.50317711,0.51853156
2802001,0.52145529,0.56089497
2802002,0.52310079,0.55124032
2802100,0.57510161,0.63212091
2900200,0.43706161,0.49654305
2900501,0.89655036,0.90109801
2900601,0.54419351,0.58778226
2900800,0.67847019,0.68190336
2900901,0.53063554,0.56735992
2900902,0.34313446,0.35270092
2901000,0.50805652,0.52933484
2901101,0.14917921,0.1541169
2901102,0.26195514,0.27652645
2901103,0.48154518,0.51094371
2901104,0.35971117,0.3840827
2901105,0.29236254,0.30936256
2901200,0.55155653,0.57362008
2901400,0.66201735,0.66201735
2901700,0.54565376,0.55585915
2901801,0.30712524,0.34297279
2901802,0.17368904,0.20035699
2901803,0.099514961,0.12035315
2901901,0.2542125,0.27528331
2901902,0.21931513,0.24461253
2901903,0.1340916,0.13665988
2901904,0.24506937,0.2582759
2901905,0.15443617,0.15898445
2901906,0.32129803,0.34668657
2901907,0.15686727,0.15938751
2901908,0.24220137,0.25427118
2902001,0.16644298,0.16961297
2902002,0.099417329,0.10028694
2902101,0.47299999,0.49917167
2902102,0.60923743,0.61963683
2902600,0.68001175,0.68042028
2902701,0.76441026,0.7735787
2902702,0.28561038,0.30967534
2902703,0.33428317,0.36798117
2902800,0.71815503,0.71815503
2902900,0.67110705,0.71826339
3000200,0.5000875,0.55148667
3000300,0.92818308,0.92818826
3000500,0.46690345,0.52418286
3000600,0.91167289,0.91983706
3000700,0.65347707,0.73461074
3000800,0.23619083,0.24950232
3100200,0.69810241,0.74484295
3100702,0.33672911,0.39020172
3100801,0.20846182,0.23176944
3100802,0.22463214,0.25679487
3100901,0.17687872,0.20759957
3100902,0.11120009,0.1289731
3100903,0.21290453,0.22774529
3100904,0.13905858,0.1426107
3200101,0.37227488,0.42633992
3200102,0.23820582,0.25462738
3200103,0.6722551,0.70868832
3200200,0.69449413,0.69477189
3200300,0.85460365,0.85460365
3200401,0.42090887,0.44688743
3200402,0.34648144,0.38365251
3200403,0.30196691,0.3166478
3200404,0.28448212,0.30184186
3200405,0.11268053,0.12224883
3200406,0.1513509,0.15475705
3200407,0.22766134,0.23106016
3200408,0.20880064,0.21549554
3200409,0.2021284,0.20554362
3200410,0.19367413,0.21880879
3200411,0.28373614,0.36233264
3200412,0.25635895,0.2783111
3200413,0.06962432,0.07017798
3200414,0.23403752,0.29043642
3200415,0.2740117,0.36242071
3300201,0.89584529,0.89584529
3300301,0.60810697,0.64931566
3300401,0.56762475,0.56937051
3300501,0.53184938,0.53197461
3300601,0.16970167,0.18184899
3300602,0.41521183,0.43753022
3300603,0.1989948,0.22255114
3300701,0.49430528,0.53103012
3300801,0.36965418,0.42472598
3400101,0.39802217,0.43691561
3400102,0.85427588,0.87621218
3400301,0.13550141,0.14226606
3400302,0.106883,0.10897177
3400303,0.071709678,0.076016992
3400304,0.10245058,0.10755904
3400305,0.33992141,0.35037851
3400306,0.38971123,0.39699838
3400307,0.22314911,0.22865446
3400308,0.37341499,0.37865031
3400501,0.095347568,0.097423397
3400502,0.15636836,0.16385327
3400503,0.073482849,0.077029102
3400504,0.41620889,0.43880519
3400601,0.15065101,0.15382677
3400602,0.12642995,0.12792815
3400603,0.16325347,0.16710912
3400604,0.1265997,0.12972371
3400605,0.14882535,0.15197155
3400800,0.51429439,0.5341121
3400901,0.30742374,0.31797358
3400902,0.3946808,0.40411127
3400903,0.22770688,0.23175436
3400904,0.12599267,0.13252632
3400905,0.086277664,0.091127187
3400906,0.1600958,0.16789278
3400907,0.11718824,0.12347154
3401001,0.4857085,0.49405819
3401002,0.41876152,0.43715209
3401003,0.21174054,0.22405736
3401101,0.22739457,0.23971905
3401102,0.40046626,0.41834643
3401103,0.24550427,0.25511175
3401104,0.25100705,0.26630658
3401105,0.24522236,0.25665733
3401106,0.43616611,0.44617328
3401201,0.30661371,0.3549805
3401202,0.17088661,0.18555413
3401203,0.20928314,0.21950081
3401204,0.4293389,0.4530479
3401205,0.14414893,0.14607726
3401401,0.13358516,0.13620062
3401402,0.11888521,0.12788789
3401403,0.27535254,0.28441405
3401404,0.28444576,0.29451528
3401405,0.14969192,0.1517387
3401406,0.15591699,0.15927966
3401407,0.088386029,0.089215688
3401501,0.34501478,0.36568502
3401502,0.44746184,0.45702171
3401503,0.2776019,0.28976309
3401504,0.27693328,0.29458654
3401600,0.49864817,0.50992197
3401700,0.35158893,0.39194003
3401901,0.10419785,0.10544721
3401902,0.25462365,0.2641471
3401903,0.28162953,0.29088452
3401904,0.15027548,0.15318367
3401905,0.11438841,0.1163848
3402001,0.29860982,0.30790013
3402002,0.36720839,0.38583624
3402003,0.53545791,0.56018114
3402101,0.1673439,0.17046513
3402102,0.22304894,0.22632176
3402103,0.3567788,0.38046855
3402104,0.27932015,0.28635323
3402201,0.28955212,0.29816288
3402202,0.50446731,0.53510255
3402301,0.13136597,0.14553626
3402302,0.39597568,0.41905922
3402303,0.28057018,0.30020422
3402401,0.53768021,0.60052884
3402501,0.4395144,0.52265036
3402601,0.31713998,0.36601728
3500300,0.78881258,0.7978611
3500500,0.69301975,0.73477614
3500600,0.69468731,0.74071848
3500701,0.5702948,0.6004582
3500702,0.3515662,0.3826887
3500703,0.2450197,0.28159776
3500704,0.1543112,0.15995903
3500705,0.31449893,0.34725165
3500706,0.71889663,0.73803854
3500800,0.93407315,0.94215733
3500900,0.84625047,0.84707886
3501001,0.8578257,0.90927953
3501002,0.48799494,0.57962191
3600300,0.65336645,0.6834231
3600401,0.72202736,0.75525773
3600402,0.46135297,0.5280686
3600403,0.88622898,0.89104825
3600500,0.74741393,0.74741393
3600600,0.52488118,0.63087291
3600701,0.19656107,0.20889129
3600702,0.61425829,0.64156216
3600703,0.49600789,0.54051447
3600704,0.96106482,0.96162015
3600800,0.77563018,0.79307973
3600901,0.59500998,0.63480538
3600902,0.2489787,0.2529498
3600903,0.26631919,0.27390662
3600904,0.5463931,0.56759423
3600905,0.8534714,0.87997258
3600906,0.63411707,0.65545553
3601000,0.88376904,0.88749504
3601101,0.22589657,0.26488999
3601102,0.58670861,0.66043091
3601201,0.32704586,0.3497692
3601202,0.40202135,0.41783091
3601203,0.66223305,0.70486081
3601204,0.34086755,0.3499026
3601205,0.22760089,0.22870393
3601206,0.21159503,0.21366593
3601207,0.61993492,0.65307844
3601300,0.62659764,0.6823597
3601500,0.7655822,0.78423518
3601600,0.82332802,0.82355803
3601700,0.2704879,0.3199285
3601801,0.43448642,0.48457485
3601802,0.52904624,0.59151697
3601900,0.47232279,0.54023343
3602001,0.20418134,0.21285562
3602002,0.49521315,0.53538954
3602100,0.55163431,0.55435991
3602201,0.3172147,0.35440764
3602204,0.88872224,0.89089388
3602403,0.53747004,0.57953703
3602404,0.72751147,0.73127127
3602701,0.4908821,0.4932864
3602702,0.35145313,0.37829658
3602803,0.58316875,0.59546071
3602804,0.24179165,0.2749123
3602805,0.4763388,0.48286369
3602901,0.29973838,0.33041495
3602902,0.31269777,0.36437169
3602903,0.55113387,0.5710516
3603001,0.33911318,0.35011423
3603002,0.32704321,0.33912152
3603003,0.27690727,0.29373038
3603102,0.235595,0.25465912
3603103,0.42911565,0.442788
3603110,0.13441096,0.14448313
3603111,0.25501192,0.26313445
3603112,0.09641543,0.098631352
3603113,0.10573599,0.10888925
3603114,0.14308153,0.14894564
3603201,0.18459988,0.19246204
3603202,0.22247551,0.23596403
3603203,0.1329065,0.13446127
3603204,0.14935836,0.15063466
3603205,0.15909673,0.15959232
3603206,0.14652175,0.14684537
3603207,0.13077463,0.13124348
3603208,0.12204327,0.12291364
3603209,0.13612209,0.1362747
3603210,0.1484338,0.14895134
3603211,0.15765503,0.15830861
3603212,0.16948117,0.17056699
3603301,0.25481966,0.26383579
3603302,0.24136075,0.24664162
3603303,0.22958896,0.23529857
3603304,0.29797858,0.30373675
3603305,0.3249087,0.33502379
3603306,0.3306942,0.33711508
3603307,0.19186841,0.19631173
3603308,0.1584433,0.16031076
3603309,0.17201284,0.17561057
3603310,0.15429252,0.15679429
3603311,0.14739808,0.15013121
3603312,0.12317846,0.12414372
3603313,0.12388633,0.12488866
3604103,0.22140364,0.22549556
3604104,0.2225775,0.22644097
3604107,0.12292423,0.12595944
3604108,0.12163423,0.12461336
3604109,0.11932305,0.12406664
3604110,0.15314333,0.15810868
3604111,0.1484639,0.15317895
3604112,0.12867871,0.13385057
3604121,0.24606143,0.24934997
3604165,0.14370731,0.14894103
3604204,0.11651219,0.12168682
3604205,0.13572516,0.14064269
3604207,0.11363898,0.11489016
3604208,0.11267622,0.11558007
3604209,0.168667,0.1711566
3604210,0.19013371,0.19227913
3604211,0.12174679,0.12366107
3604212,0.10265073,0.10332587
3604221,0.15079764,0.15543523
3604263,0.12232255,0.12734018
3604301,0.24309403,0.24921989
3604302,0.12731707,0.13197164
3604303,0.16375566,0.16856161
3604304,0.20095091,0.20665981
3604305,0.20531265,0.20948315
3604306,0.168231,0.17131224
3604307,0.18400489,0.18684122
3604308,0.13879494,0.14362928
3604309,0.16258664,0.16676126
3604310,0.19924347,0.20430195
3604311,0.28909329,0.29198253
3604312,0.23462369,0.2384755
3604313,0.16959272,0.17570932
3604314,0.20183146,0.2065966
3604315,0.2325533,0.23685308
3604316,0.14934853,0.15532123
3604317,0.23411041,0.23844132
3604318,0.22486535,0.22889501
3604401,0.21515851,0.22233416
3604402,0.15314189,0.16009663
3604403,0.19235551,0.19778457
3604404,0.21883535,0.22568721
3604405,0.16860458,0.17625158
3604406,0.14804448,0.14927246
3604407,0.13134269,0.13318928
3604408,0.11753996,0.11887187
3604409,0.20932062,0.21551634
3604410,0.23514542,0.23728234
3604411,0.11314184,0.11569044
3604412,0.19171818,0.19260275
3604413,0.16907214,0.17018488
3604414,0.16423205,0.16550459
3604501,0.080683,0.083747685
3604502,0.1033704,0.11028812
3604503,0.073294871,0.079398289
3700100,0.65550447,0.65741479
3700200,0.7438333,0.7438333
3700300,0.63047546,0.63612175
3700400,0.71011353,0.7243197
3700500,0.81878269,0.81996053
3700900,0.7464205,0.74642599
3701001,0.88710946,0.8875609
3701101,0.82868958,0.83502424
3701201,0.4697102,0.48924512
3701202,0.44829199,0.45605385
3701203,0.75947338,0.76661003
3701204,0.79971868,0.81374663
3701205,0.8198027,0.8265121
3701206,0.75751621,0.76839852
3701207,0.52748066,0.53786874
3701208,0.78784311,0.79132664
3701301,0.37560999,0.4172546
3701302,0.3940222,0.44671309
3701400,0.4992874,0.55854154
3701500,0.71873164,0.72999972
3701600,0.62851036,0.67265755
3701701,0.25583696,0.29479045
3701702,0.078535423,0.10370805
3701703,0.70737106,0.74552768
3701704,0.20696875,0.29225981
3701801,0.2207302,0.24928097
3701802,0.17467298,0.23428053
3701803,0.53556252,0.55866402
3701900,0.74196184,0.7419641
3702000,0.66550833,0.69474143
3702100,0.61528856,0.63722193
3702201,0.53761578,0.55825281
3702202,0.80997765,0.8114894
3702300,0.81995511,0.8199572
3702500,0.49949366,0.53391826
3702600,0.74569893,0.75183123
3702700,0.55525213,0.5913564
3702800,0.59889615,0.63099813
3702900,0.69167763,0.69229823
3703001,0.67867774,0.68773288
3703002,0.332791,0.36581483
3703101,0.26817882,0.27799213
3703102,0.31323412,0.33509475
3703103,0.41203603,0.41607884
3703104,0.43113127,0.43564257
3703105,0.2736384,0.28680924
3703106,0.59708786,0.6129204
3703107,0.59079522,0.61578643
3703108,0.47488624,0.50010228
3703200,0.39159977,0.42063773
3703300,0.78551996,0.7860952
3703400,0.44917348,0.49830002
3703500,0.49117559,0.53327429
3703600,0.60623819,0.64395368
3703700,0.66147447,0.66199809
3703800,0.7332747,0.73890167
