PUMA2020,elasticity
3600701,0.19656107
3600702,0.61425829
3600703,0.49600789
3600704,0.96106482
3600800,0.77563018
3600901,0.59500998
3600902,0.2489787
3600903,0.26631919
3600904,0.5463931
3600905,0.8534714
3600906,0.63411707
3601000,0.88376904
3601101,0.22589657
3601102,0.58670861
3601201,0.32704586
3601202,0.40202135
3601203,0.66223305
3601204,0.34086755
3601205,0.22760089
3601206,0.21159503
3601207,0.61993492
3601300,0.62659764
3601500,0.7655822
3601600,0.82332802
3601700,0.2704879
3601801,0.43448642
3601802,0.52904624
3601900,0.47232279
3602001,0.20418134
3602002,0.49521315
3602100,0.55163431
3602201,0.3172147
3602204,0.88872224
3602403,0.53747004
3602404,0.72751147
3602701,0.4908821
3602702,0.35145313
3602803,0.58316875
3602804,0.24179165
3602805,0.4763388
3602901,0.29973838
3602902,0.31269777
3602903,0.55113387
3603001,0.33911318
3603002,0.32704321
3603003,0.27690727
3603102,0.235595
3603103,0.42911565
3603110,0.13441096
3603111,0.25501192
3603112,0.09641543
3603113,0.10573599
3603114,0.14308153
3603201,0.18459988
3603202,0.22247551
3603203,0.1329065
3603204,0.14935836
3603205,0.15909673
3603206,0.14652175
3603207,0.13077463
3603208,0.12204327
3603209,0.13612209
3603210,0.1484338
3603211,0.15765503
3603212,0.16948117
3603301,0.25481966
3603302,0.24136075
3603303,0.22958896
3603304,0.29797858
3603305,0.3249087
3603306,0.3306942
3603307,0.19186841
3603308,0.1584433
3603309,0.17201284
3603310,0.15429252
3603311,0.14739808
3603312,0.12317846
3603313,0.12388633
3604103,0.22140364
3604104,0.2225775
3604107,0.12292423
3604108,0.12163423
3604109,0.11932305
3604110,0.15314333
3604111,0.1484639
3604112,0.12867871
3604121,0.24606143
3604165,0.14370731
3604204,0.11651219
3604205,0.13572516
3604207,0.11363898
3604208,0.11267622
3604209,0.168667
3604210,0.19013371
3604211,0.12174679
3604212,0.10265073
3604221,0.15079764
3604263,0.12232255
3604301,0.24309403
3604302,0.12731707
3604303,0.16375566
3604304,0.20095091
3604305,0.20531265
3604306,0.168231
3604307,0.18400489
3604308,0.13879494
3604309,0.16258664
3604310,0.19924347
3604311,0.28909329
3604312,0.23462369
3604313,0.16959272
3604314,0.20183146
3604315,0.2325533
3604316,0.14934853
3604317,0.23411041
3604318,0.22486535
3604401,0.21515851
3604402,0.15314189
3604403,0.19235551
3604404,0.21883535
3604405,0.16860458
3604406,0.14804448
3604407,0.13134269
3604408,0.11753996
3604409,0.20932062
3604410,0.23514542
3604411,0.11314184
3604412,0.19171818
3604413,0.16907214
3604414,0.16423205
3604501,0.080683
3604502,0.1033704
3604503,0.073294871
3700100,0.65550447
3700200,0.7438333
3700300,0.63047546
3700400,0.71011353
3700500,0.81878269
3700900,0.7464205
3701001,0.88710946
3701101,0.82868958
3701201,0.4697102
3701202,0.44829199
3701203,0.75947338
3701204,0.79971868
3701205,0.8198027
3701206,0.75751621
3701207,0.52748066
3701208,0.78784311
3701301,0.37560999
3701302,0.3940222
3701400,0.4992874
3701500,0.71873164
3701600,0.62851036
3701701,0.25583696
3701702,0.078535423
3701703,0.70737106
3701704,0.20696875
3701801,0.2207302
3701802,0.17467298
3701803,0.53556252
3701900,0.74196184
3702000,0.66550833
3702100,0.61528856
3702201,0.53761578
3702202,0.80997765
3702300,0.81995511
3702500,0.49949366
3702600,0.74569893
3702700,0.55525213
3702800,0.59889615
3702900,0.69167763
3703001,0.67867774
3703002,0.332791
3703101,0.26817882
3703102,0.31323412
3703103,0.41203603
3703104,0.43113127
3703105,0.2736384
3703106,0.59708786
3703107,0.59079522
3703108,0.47488624
3703200,0.39159977
3703300,0.78551996
3703400,0.44917348
3703500,0.49117559
3703600,0.60623819
3703700,0.66147447
3703800,0.7332747
3703900,0.83099991
3704000,0.78614759
3704101,0.97444808
3704501,0.7418558
3704601,0.81358278
3704701,0.52339417
3704800,0.75888819
3704900,1.0160526
3705001,0.41911873
3705002,0.80770475
3705003,0.51951343
3705200,0.48545805
3705301,0.67558765
3705401,0.70290738
3800200,0.70133138
3800300,0.51707363
3800500,0.58394462
3800600,0.44984952
3900200,0.85277289
3900301,0.57173407
3900302,0.34888965
3900303,0.26699585
3900401,0.58925956
3900500,0.24857126
3900601,0.21845332
3900602,0.55250645
3900701,0.46405399
3900702,0.23412026
3900703,0.21726458
3900704,0.2627295
3900705,0.45663938
3900706,0.18251772
3900707,0.17419934
3900708,0.1767976
3900709,0.19824564
3900710,0.28479433
3900801,0.24670513
3900802,0.29497063
3900900,0.62867612
3901001,0.67433035
3901002,0.32699624
3901003,0.34997714
3901100,0.51782811
3901201,0.45383245
3901202,0.33211562
3901203,0.1950582
3901204,0.43110234
3901300,0.46179834
3901400,0.47747514
3901500,0.64645457
3901600,0.56819153
3901800,0.67212671
3902000,0.59269542
3902100,0.66630751
3902200,0.73839349
3902300,0.75167346
3902400,0.38518384
3902500,0.67854899
3902600,0.7280671
3902701,0.44084525
3902702,0.26403654
3902703,0.53031868
3902800,0.45929268
3902900,0.61629689
3903000,0.62031192
3903100,0.65479809
3903200,0.48371485
3903301,0.50707495
3903302,0.51325816
3903401,0.48421797
3903402,0.21049984
3903403,0.18922676
3903404,0.26905224
3903405,0.33841455
3903406,0.17890325
3903407,0.24870877
3903408,0.25245649
3903409,0.35225573
3903410,0.26576743
3903411,0.44506332
3903500,0.45721567
3903600,0.55976731
3903701,0.41675586
3903702,0.51888919
3903703,0.25897112
3903704,0.29677826
3903801,0.21395802
3903802,0.17995788
3903803,0.32716662
3903901,0.27616692
3903902,0.46023706
3904000,0.65145665
3904200,0.52134758
3904300,0.53532755
3904501,0.7601642
3904602,0.53494579
3904701,0.42046776
3904702,0.19091815
3904703,0.27580315
3904704,0.46620268
3904705,0.2997168
3904706,0.1764226
3904707,0.22587873
4020100,0.81266958
4020200,0.63444769
4020300,0.84685177
4020400,0.7357316
4020500,0.97295505
4020600,0.82514918
4020700,0.80708426
4020801,0.44091803
4020802,0.3482413
4020803,0.2253807
4020804,0.32733485
4020805,0.4619104
4020900,0.77228075
4021100,0.7353431
4021200,0.81149918
4021301,0.42248034
4021302,0.41271171
4021401,0.24046536
4021402,0.37814173
4021403,0.46586812
4021404,0.24101217
4021405,0.2437657
4021406,0.29829839
4021500,0.52479184
4021600,0.81036156
4021700,0.45171466
4021800,0.65201479
4022000,0.70378375
4022100,0.96335524
4100301,0.69457757
4100501,0.21365732
4100502,0.22474667
4100503,0.6677559
4100504,0.36075199
4102901,0.39894429
4102902,0.61377788
4103903,0.30831116
4103904,0.29967383
4103905,0.7882697
4104301,0.64555854
4104703,0.17526385
4104704,0.12293074
4104705,0.57176745
4105101,0.11634942
4105102,0.14189667
4105103,0.15936214
4105105,0.13310704
4105114,0.25037277
4105116,0.20374213
4106720,0.1874768
4106721,0.40255907
4106722,0.22477081
4106723,0.16204232
4106724,0.15952826
4107100,0.43103769
4109000,0.58294111
4109300,0.47098824
4200111,0.23461609
4200112,0.63943034
4200200,0.81407821
4200300,0.55261874
4200400,0.68529761
4200500,0.5426541
4200600,0.44278038
4200701,0.19175124
4200702,0.4797219
4200801,0.31273055
4200900,0.58522433
4201100,0.63322008
4201200,0.55395108
4201300,0.71530336
4201400,0.48883057
4201511,0.53071433
4201512,0.27889389
4201600,0.45603687
4201701,0.14622119
4201702,0.2051388
4201801,0.34726676
4201802,0.41557971
4201803,0.27908194
4201804,0.21428108
4201805,0.21205415
4201806,0.23065782
4201807,0.36023381
4201900,0.39494061
4202011,0.38216904
4202012,0.30091682
4202013,0.36375168
4202100,0.60831654
4202200,0.35308322
4202301,0.49879175
4202302,0.37818947
4202401,0.2497645
4202402,0.50570762
4202500,0.33733523
4202600,0.52516967
4202701,0.44649091
4202702,0.29747155
4202703,0.50305623
4202801,0.437758
4202802,0.28298679
4202803,0.068187967
4202901,0.13226141
4202902,0.34432697
4203011,0.43842465
4203012,0.46185613
4203013,0.39073494
4203014,0.28621435
4203015,0.26735845
4203111,0.23128171
4203112,0.3466551
4203113,0.23959671
4203114,0.19204654
4203115,0.29152143
4203116,0.24137276
4203117,0.28338423
4203216,0.11042881
4203221,0.11777233
4203222,0.12048937
4203223,0.11244765
4203224,0.055746894
4203225,0.14758864
4203227,0.095903873
4203228,0.19699591
4203229,0.12176985
4203230,0.23462196
4203231,0.26504865
4203311,0.29154295
4203312,0.092525527
4203313,0.063790187
4203314,0.35895765
4203411,0.44502625
4203412,0.31873155
4203413,0.27328691
4203414,0.33721268
4203415,0.42344931
4203501,0.31210852
4203502,0.36836684
4203503,0.47879025
4203504,0.50085133
4203601,0.31488127
4203602,0.62212849
4203603,0.47075763
4203702,-0.12049914
4203800,0.63556641
4203900,0.37984145
4204011,0.42821026
4204012,0.479891
4400103,0.17347223
4400105,0.19622929
4400106,0.18338034
4400107,0.1693885
4400200,0.19916794
4400300,0.20914291
4400400,0.34544122
4500101,0.66957444
4500201,0.6531297
4500301,0.69591814
4500302,0.41748396
4500303,0.30568078
4500304,0.33796531
4500305,0.5159207
4500401,0.66592306
4500402,0.57047367
4500403,0.59879482
4500501,0.69201821
4500601,0.67522126
4500602,0.34728327
4500700,0.81247181
4500800,0.66550404
4500901,0.56938833
4501001,0.76600152
4501100,0.81101418
4501200,0.73505664
4501301,0.53143936
4501302,0.66562647
4501401,0.55175942
4501402,0.31943649
4501403,0.52825499
4501501,0.71482748
4501600,0.92856395
4501800,0.86393625
4501901,0.99820971
4502001,1.0891949
4502100,0.66256469
4502201,0.87659866
4502202,0.58379501
4502301,0.61194557
4502302,0.44579235
4502303,0.64513016
4502500,0.75346261
4600100,0.51644903
4600501,0.97369444
4600601,0.38833728
4700200,0.67211181
4700301,0.79611576
4700302,0.6926986
4700401,0.70486581
4700501,0.51088268
4700900,0.75843328
4701000,0.60913181
4701101,0.60607356
4701201,0.4497163
4701300,0.6803866
4701400,0.68864423
4701501,0.28045943
4701502,0.24402587
4701503,0.28487033
4701504,0.62845761
4701600,0.48612484
4701900,0.60068381
4702001,0.22959115
4702002,0.50898403
4702003,0.68901384
4702101,0.45906001
4702102,0.80109626
4702300,0.67215228
4702401,0.28327924
4702402,0.40572092
4702403,0.47246534
4702404,0.51514119
4702405,0.44922826
4702406,0.50060594
4702501,0.22671376
4702502,0.31365338
4702503,0.23314905
4702504,0.44763002
4702505,0.13626266
4702506,0.15680666
4702507,0.072843887
4702508,0.26679054
4702800,0.60622275
4703000,0.73476875
4703300,0.84769046
4703401,0.32385707
4703402,0.52357352
4703403,0.72071517
4703500,0.84251148
4800200,0.45349053
4800300,0.40669349
4800501,0.30624574
4800502,0.6269747
4800600,0.85378134
4800700,0.55114585
4800800,0.67283428
4800900,0.40345341
4801100,0.56142676
4801200,0.75891447
4801300,0.71727139
4801400,0.66515529
4801501,0.66153133
4801502,0.22643408
4801600,0.40915239
4801700,0.64745027
4801800,0.65323412
4801901,0.097788535
4801902,0.089479148
4801903,0.10510517
4801904,0.28038952
4801905,0.26490915
4801907,0.56840456
4801908,0.61797357
4801909,0.24776587
4802001,0.10369879
4802002,0.11913609
4802003,0.37272117
4802004,0.35052338
4802005,0.19946964
4802006,0.57815439
4802101,0.57150412
4802102,0.45224753
4802200,0.51306891
4802301,0.27269611
4802302,0.18372527
4802303,0.25123382
4802304,0.50783747
4802305,0.256695
4802306,0.25833645
4802307,0.11138161
4802308,0.16126607
4802309,0.12686692
4802310,0.11671565
4802311,0.19690597
4802312,0.19965501
4802313,0.18493053
4802314,0.27104488
4802315,0.2110579
4802316,0.23589417
4802317,0.35881254
4802318,0.29517034
4802319,0.28645739
4802320,0.23976922
4802321,0.13002016
4802322,0.17287086
4802400,0.43098295
4802501,0.23656856
4802502,0.13584381
4802503,0.13337475
4802504,0.21488091
4802505,0.25250825
4802506,0.36492598
4802507,0.1610148
4802508,0.14294454
4802509,0.10435659
4802510,0.13036913
4802511,0.14008208
4802512,0.10736092
4802513,0.048199985
4802514,0.074304819
4802515,0.12888509
4802516,0.31922111
4802600,0.96116954
4802700,0.57432097
4802900,0.47371352
4803000,0.2329013
4803100,0.60352111
4803305,0.30630594
4803306,0.31192127
4803307,0.91431129
4803308,0.21037765
4803309,0.39702535
4803310,0.1550006
4803400,0.69644946
4803501,0.45213795
4803502,0.44429228
4803600,0.64189535
4803801,0.37176195
4803802,0.74044353
4803900,0.59131581
4804100,0.84403026
4804200,0.63160372
4804301,0.39659783
4804302,0.22524707
4804400,0.59686482
4804501,0.39745051
4804502,0.45307031
4804503,0.21609013
4804504,0.48695031
4804601,0.18514714
4804602,0.20167604
4804603,0.18915942
4804604,0.20713362
4804605,0.15831299
4804606,0.20310424
4804607,0.34178692
4804608,0.20763198
4804609,0.19319873
4804610,0.215381
4804611,0.18799743
4804612,0.16765773
4804613,0.18534495
4804614,0.20703246
4804615,0.16541387
4804616,0.1692273
4804617,0.35774988
4804618,0.19478808
4804619,0.20276663
4804620,0.24053851
4804621,0.21893673
4804622,0.24568591
4804623,0.27894279
4804624,0.37723485
4804625,0.3904776
4804626,0.24303865
4804627,0.36815736
4804628,0.15931566
4804629,0.20231804
4804630,0.50271219
4804631,0.25118139
4804633,0.21563669
4804634,0.29726407
4804635,0.13924229
4804636,0.15652893
4804637,0.15447952
4804638,0.15776804
4804639,0.56170297
4804640,0.50321662
4804701,0.16529018
4804702,0.3544831
4804801,0.41477787
4804802,0.50394446
4804803,0.31186745
4804901,0.25984848
4804902,0.18216042
4804903,0.34593573
4804904,0.24135242
4804906,0.6407932
4804907,0.6508069
4805000,0.64484131
4805100,1.0267185
4805201,0.60648549
4805202,0.3271009
4805203,0.35258415
4805204,0.50726092
4805301,0.46119866
4805302,0.15239747
4805303,0.31437719
4805304,0.33759415
4805305,0.50870329
4805306,0.25180298
4805307,0.33668947
4805308,0.5607729
4805309,0.76187575
4805401,0.85852367
4805402,0.61506909
4805500,0.98488158
4805600,0.55594295
4805700,0.53974211
4805800,0.44799966
4805901,0.21856816
4805902,0.2165453
4805903,0.30865279
4805904,0.15977064
4805905,0.27679238
4805906,0.35998288
4805907,0.87814087
4805908,0.36299807
4805909,0.17566369
4805910,0.17620681
4805911,0.21878661
4805912,0.17579715
4805913,0.25046271
4805914,0.80034107
4805915,0.57019424
4805916,0.31252247
4806301,0.18091804
4806302,0.63499945
4806500,0.69978732
4806601,0.56274772
4806603,0.23103493
4806604,0.28873268
4806701,0.70514834
4806702,0.30494088
4806703,0.34849605
4806801,0.53479069
4806802,0.7701807
4806803,0.54532951
4806804,0.57004154
4806805,0.36571863
4806806,0.51914185
4806807,0.86377203
4807300,1.1360394
4807401,0.21109891
4807402,0.67663646
4807600,0.77018839
4905000,0.82126367
4911002,0.24293843
4911003,0.11898765
4911004,0.11673553
4913000,0.82126367
4935008,0.0627845
4935009,0.12022951
4935011,0.23305343
4935012,0.1818532
4935013,0.15124464
4935014,0.14694151
4935015,0.1501976
4935016,0.093838282
4935017,0.22237964
4949001,0.49444112
4949002,0.22210911
4949003,0.29449257
4949004,0.41118038
4957001,0.076858602
4957002,-0.0721872
5000200,0.61597812
5000300,0.43167484
5101301,0.21638614
5101302,0.16930273
5101900,0.7652331
5104101,0.5342012
5104102,0.64051276
5104103,0.75073677
5105901,0.28249583
5105902,0.29943746
5105904,0.38256058
5105905,0.46549451
5105906,0.29275098
5105907,0.28780439
5105908,0.32097477
5106100,0.65091485
5106900,0.3246994
5107300,0.72503203
5108501,0.79711282
5108701,0.61057031
5108702,0.3780897
5109500,0.55701876
5110701,0.27380571
5110702,0.46369922
5110703,0.51264828
5110901,0.84222525
5112100,0.82396734
5114300,0.67539394
5114501,0.80806667
5114900,0.42441598
5115301,0.6799534
5115302,0.38820878
5115303,0.32053363
5116101,0.58784348
5117100,0.39693576
5117700,0.55385202
5117900,0.41357404
5118500,0.90187126
5119100,0.51296926
5151000,0.16302487
5154001,0.44063511
5155001,0.40446129
5155002,0.66674238
5160001,0.3690545
5161001,0.41804951
5165000,0.36754921
5168000,0.59377968
5168701,0.25952435
5170000,0.31247985
5171001,0.36622486
5171002,0.33327463
5174001,0.42046866
5176001,0.37749925
5176002,0.38059217
5177001,0.21127374
5180000,0.74423313
5181001,0.38864481
5181002,0.34903872
5181003,0.40873778
5320501,0.3205103
5320502,0.37725002
5320503,0.47288814
5320700,0.64353096
5321101,0.54250377
5321102,0.28978461
5321103,0.14183539
5321104,0.19732544
5321500,0.38364121
5322700,0.76723933
5323301,0.15943843
5323302,0.49564436
5323303,0.16111046
5323304,0.17142382
5323305,0.30929625
5323306,0.42766654
5323307,0.19453143
5323308,0.12975182
5323309,0.1454621
5323310,0.15665144
5323311,0.12156584
5323312,0.12611559
5323313,0.1032007
5323314,0.1648263
5323315,0.15285471
5323316,0.10907475
5323317,0.10344382
5323318,0.10767914
5323501,0.47345191
5323502,0.30937117
5324100,0.64514875
5325301,0.015449294
5325302,-0.0082115382
5325303,0.21431002
5325304,0.41640258
5325305,0.1117864
5325306,0.12397543
5325307,0.072243929
5325308,0.43443733
5326101,0.32032087
5326102,0.37298048
5326103,0.25840986
5326104,0.093882762
5326105,0.16793467
5326106,0.037408192
5326301,0.79839277
5326302,0.33821034
5326303,0.28498948
5326304,0.24683671
5326500,0.95375067
5326701,0.70491219
5326702,0.35095003
5327301,0.83644927
5327302,0.45278987
5327500,0.51718396
5327701,0.63063943
5327702,0.39865401
5400100,0.49541748
5400200,0.46421441
5400400,0.44520539
5400500,0.70790362
5400700,0.81040239
5400800,0.41415238
5400900,0.48266798
5401200,0.58305752
5500100,0.65401798
5500400,0.42670077
5500501,0.28510147
5500502,0.47663555
5500600,0.72324955
5500700,0.48358178
5500800,0.68808842
5500900,0.26452801
5501200,0.72010636
5501300,0.82844746
5501400,0.53197384
5501500,0.60034508
5501700,0.3307997
5501800,0.6196683
5501900,0.76435256
5502000,0.81331408
5502101,0.21708363
5502102,0.26509124
5502103,0.39946803
5502104,0.55448127
5502105,0.652906
5502200,0.39027157
5502300,0.73137724
5502400,0.54404718
5502501,0.60684937
5502502,0.28466225
5502503,0.37715188
5502600,0.46465877
5502801,0.2053856
5502802,0.20482095
5502803,0.16843505
5502804,0.19162075
5502805,0.17259134
5502806,0.14937975
5502807,0.19236173
5502808,0.32583734
5502900,0.29117754
5503000,0.2166802
5600300,0.46420133
5600400,0.43731028
100600,0.6573749264496751
101000,0.6496729225573359
102600,0.7888102091184168
400400,0.8572694597767965
400500,0.8820307722860227
400601,0.8267067926217828
400602,0.8267017452188907
401000,0.8692972316331233
402502,0.7408458519449479
402503,0.7408412786385679
500500,0.6735893062686874
500700,0.6995771811726412
501000,0.7114807779222578
602300,0.7171204781494851
603300,0.7350217160780692
603900,0.6454087826183901
605700,0.6801036363431474
607901,0.490013422004843
800100,0.87528447710549
800200,0.7979821575150077
801900,0.9245915157028441
802200,0.8507887796850749
1201398,0.7199298417742908
1201700,0.5204829528882757
1202799,0.6179267184725633
1203500,0.5210711904609697
1204798,0.7466107468800652
1205300,0.46565008304964817
1206901,0.5111772036738038
1206902,0.48500579739710414
1211900,0.47989654540423754
1300400,0.6300584505273322
1300500,0.5922024086387747
1300601,0.4464477259030659
1300602,0.44645948138856484
1301700,0.4913277044367118
1302000,0.5909561886994246
1303500,0.7031416558869801
1303700,0.7181926456610508
1303900,0.7200418243192479
1304100,0.6568493012272343
1304200,0.6816135607046567
1304300,0.523905833177413
1304400,0.7383897642323383
1304500,0.7053439296992063
1304800,0.6169440718090439
1600200,0.5198532679042627
1600500,0.7948624377935419
1600900,0.7534008049744023
1601100,0.7569957887407867
1601200,0.6578202872807242
1700100,0.7227165119931728
1703700,0.6005116130840897
1704900,0.7161232025574606
1716500,0.7329440834876138
1719900,0.6201714093921584
1800700,0.6930963047259493
1801100,0.6725063180850777
1801400,0.6048694378550168
1801500,0.6436164089594568
1802700,0.6191776832908463
1802800,0.6617286430925233
1803000,0.5790671837205046
1803100,0.6292903240032416
1803500,0.6705545749845333
1900100,0.755787136325639
1900200,0.7430304671609024
1900600,0.7514930678353877
1901200,0.7198345847648744
1901800,0.7766225071175935
1901900,0.7825395535249824
1902200,0.725449229031184
1902300,0.6721005187152653
2000100,0.9077695460101898
2000200,0.8185021709666968
2000300,0.6513611828168879
2001000,0.7230681230844251
2001101,0.8129967700564611
2001600,0.7313790108672258
2001701,0.8482711941400186
2001800,0.8466151644985855
2100100,0.6374592062283354
2100200,0.6825829622130307
2100500,0.5193163628444681
2100600,0.6927245517525241
2100700,0.6545516084595877
2100800,0.6522240150880754
2100900,0.6510262636508697
2101000,0.717041868366727
2101100,0.6503696793610964
2101200,0.6308077745801521
2101300,0.62696829261968
2102000,0.575742761719725
2102200,0.5858410562146568
2200500,0.7581665551943795
2201000,0.652950295469694
2201600,0.46222030964543115
2201800,0.5921721004536469
2300100,0.8044457876015991
2300500,0.6843246512638604
2401400,0.5685691343528136
2501301,0.4923886342518108
2600100,0.7834555522714506
2600200,0.8031036181986413
2600300,0.7502447141355035
2600400,0.6924517178892451
2600500,0.6275853091674173
2600600,0.6963370505440563
2600900,0.5761181522024428
2601200,0.6321882051262595
2601300,0.7028738551500411
2601600,0.6925902114801116
2602300,0.6021534414237397
2602500,0.6050969938519817
2700600,0.719705274935577
2700800,0.7808585425919843
2702200,0.7826070761622645
2702300,0.7464208551891602
2702400,0.647385228842344
2702800,0.6892448756883405
2800100,0.4714526245732866
2800200,0.6831406422757591
2800300,0.7201643945692577
2800400,0.6872034698357975
2800500,0.6056068157685862
2800600,0.6846370537983149
2800700,0.7495191866796114
2800800,0.7350206487744786
2801500,0.6754537005416137
2801600,0.7287763662481325
2801700,0.713137190485817
2900100,0.8050382789991595
2900300,0.7690295135558883
2900400,0.6876248135227023
2900700,0.7409757387254061
2901300,0.748206801698802
2901500,0.670476943348268
2901600,0.6964017207917731
2902200,0.671123867272821
2902300,0.6351103291347302
2902400,0.7046856297970561
2902500,0.7641723096014703
3000100,0.8447951147421355
3000400,0.8195457855906711
3100100,0.9520984703442923
3100300,0.8416318156105036
3100400,0.8877002607492481
3100500,0.7785719778755917
3100600,0.7933717368304716
3100701,0.6933154374011516
3300100,0.7046808219673193
3500100,0.8643282347512504
3500200,0.7209896159734415
3500400,0.9135114253689723
3501100,0.8159373395998044
3600100,0.7111553700280188
3600200,0.7531208814510021
3602300,0.5388575569972631
3602500,0.6830582473292625
3602600,0.598960155046921
3700600,0.6648331881715226
3700700,0.6446466712545864
3700800,0.6937384872402566
3702400,0.6497667020415387
3704200,0.5019498636586974
3704300,0.5961839664522814
3800100,0.8875672583065533
3800400,0.8717372678790802
3900100,0.6371315142890314
3901700,0.6285581303852766
3901900,0.6160558384166572
3904100,0.6432032054306105
3904400,0.6259602281665928
4021000,0.7128823801901016
4021900,0.7359486881460076
4101701,0.657625273692013
4101702,0.74128526535689
4101900,0.7746850256295913
4105901,0.8468893337499904
4106501,0.8793803796802268
4109100,0.7177800370377221
4109200,0.971615466312395
4200802,0.4239373919951912
4200803,0.5651178199386762
4201000,0.5539017010160917
4203701,0.5233718107457421
4501700,0.6553847564343099
4502400,0.653120905684351
4502601,0.6000074990487112
4502701,0.441350886945878
4502702,0.458733602778125
4600200,0.9610445637872301
4600300,0.8653444911729575
4600400,0.8367399412278288
4700100,0.6645977450876999
4700600,0.6421077938344099
4700700,0.6269765017496146
4700800,0.6517790628182977
4701700,0.6058585130388137
4701800,0.6618427236552329
4702200,0.588583263223327
4702600,0.6410501328008134
4702700,0.6618055990520775
4702900,0.7036184044651528
4703100,0.6022009590163229
4703200,0.6264681445142021
4703600,0.5683885252962714
4703700,0.5931660552909657
4800100,0.8610579167991026
4800400,0.838024583267142
4801000,0.7091784494229494
4803700,0.7406134376004776
4804000,0.6356443798757321
4806000,0.7080919949482396
4806100,0.7362841194597729
4807200,0.9178554174196125
4807500,0.8402904051688604
4807700,0.7874879444304371
4903000,0.857441946488892
4921000,0.921210647769382
4953000,0.6409759683052056
5000100,0.6475377994330597
5000400,0.6804825096839054
5101500,0.6547032545736231
5108300,0.7217805497018441
5116500,0.5656286484127915
5320900,0.7372658001249811
5322500,0.7433445415547745
5322900,0.6041154830881699
5325701,0.6041275336481773
5400300,0.5812556401970205
5400600,0.6846417942875732
5401000,0.6097835129556846
5401100,0.728491455111901
5500200,0.7656280507803626
5500300,0.720806771515778
5501000,0.6987184129169942
5501100,0.6669291164375821
5501600,0.720084394293032
5600100,0.922846512863673
5600200,0.9361835311012519
5600500,0.9527737031011742
