puma_2020,AAL_2020,AAL_2050
3703800,.9836795,1.571626
3703900,.8081944,.9299918
3704000,2.996063,3.262836
3704101,5.136409,7.174042
3704200,1.898988,2.154575
3704300,54.73517,97.97572
3704501,4.008473,5.833255
3704601,21.79282,35.50268
3704701,9.923205,16.72094
3704800,40.50202,52.73086
3704900,7.406812,8.50148
3705001,.2966586,.3440989
3705002,2.716264,3.150637
3705003,.5272911,.6116132
3705200,1.444608,1.753447
3705301,2.382967,2.528718
3705401,.4192953,.4443954
3800100,3.82938,4.332165
3800200,3.973706,4.0955
3800300,2.313908,2.433987
3800400,2.707892,2.839276
3800500,1.430078,1.484802
3800600,3.321513,3.408727
3900100,23.12614,23.21555
3900200,3.60037,3.603259
3900301,8.37629,8.317622
3900302,1.808654,1.795986
3900303,1.711643,1.699654
3900401,5.680547,5.844462
3900500,4.797351,5.177929
3900601,.2443345,.312472
3900602,1.523666,1.94857
3900701,2.879368,2.998987
3900702,2.280795,2.375547
3900703,1.343774,1.399599
3900704,2.095032,2.182067
3900705,5.528804,5.75849
3900706,3.352359,3.491628
3900707,1.643749,1.712036
3900708,1.976714,2.058834
3900709,1.774552,1.848273
3900710,5.894178,6.139043
3900801,2.392154,2.511633
3900802,4.112847,4.318268
3900900,6.706496,7.572819
3901001,6.319898,6.599136
3901002,.4889296,.4947853
3901003,2.037743,2.176282
3901100,1.282826,1.42403
3901201,2.347276,2.456385
3901202,.895627,.9372584
3901203,.9549977,.9993889
3901204,1.998243,2.091128
3901300,.1713821,.1908924
3901400,.4830506,.5132652
3901500,16.23849,18.06391
3901600,.5414076,.6645113
3901700,10.58674,10.85805
3901800,3.56584,3.560316
3901900,2.098534,2.26321
3902000,9.918574,11.67633
3902100,11.73415,13.38113
3902200,3.797148,4.217883
3902300,2.444191,2.974668
3902400,13.45775,13.89773
3902500,2.549234,2.877017
3902600,2.902653,3.405529
3902701,1.29615,1.413022
3902702,.3039974,.3314083
3902703,4.847129,5.26119
3902800,51.9779,53.2306
3902900,7.695302,8.38751
3903000,67.98106,69.58243
3903100,56.8329,57.56573
3903200,1.30068,1.492471
3903301,4.30652,4.887786
3903302,1.293034,1.46756
3903401,11.85739,11.97817
3903402,5.997731,6.058826
3903403,5.785656,5.844592
3903404,7.771079,7.850239
3903405,12.4768,12.6039
3903406,2.944155,2.974145
3903407,6.216272,6.279594
3903408,5.755449,5.814077
3903409,21.0879,21.30271
3903410,6.509555,6.575864
3903411,20.77477,20.98639
3903500,9.57532,10.09249
3903600,1.743052,1.83172
3903701,3.371212,3.572257
3903702,8.644502,9.160025
3903703,2.149602,2.277796
3903704,1.809532,1.917445
3903801,11.9716,12.92783
3903802,2.347327,2.534818
3903803,2.909098,3.141461
3903901,1.547136,1.604574
3903902,4.441539,4.606434
3904000,2.532907,2.85161
3904100,8.128067,9.523728
3904200,310.5873,317.2558
3904300,38.73956,42.23955
3904400,14.56787,15.81366
3904501,15.00639,15.87014
3904602,3.418446,3.628556
3904701,11.14664,11.45945
3904702,8.535803,8.775349
3904703,8.032576,8.257999
3904704,23.27415,23.9273
3904705,4.490642,4.616666
3904706,4.817537,4.952735
3904707,6.193422,6.367233
4020100,7.211716,7.26568
4020200,2.873967,2.881083
4020300,2.68283,2.745307
4020400,4.296828,4.367642
4020500,8.112761,8.27551
4020600,9.279102,9.21008
4020700,5.087052,5.180597
4020801,16.89686,17.66612
4020802,10.3718,10.844
4020803,4.669438,4.882022
4020804,9.285975,9.708736
4020805,10.323,10.79297
4020900,3.529234,3.546941
4021000,1.687883,1.629829
4021100,1.669648,1.645296
4021200,.5391715,.5111707
4021301,1.920188,1.782922
4021302,4.943259,4.589887
4021401,2.919988,2.851632
4021402,5.333326,5.208476
4021403,7.05287,6.887765
4021404,1.716168,1.675994
4021405,1.734569,1.693964
4021406,3.086337,3.014087
4021500,4.284134,4.14593
4021600,8.179327,7.924778
4021700,4.32143,4.097551
4021800,2.490373,2.363602
4021900,3.174918,3.039145
4022000,5.946325,5.880704
4022100,4.377825,4.404156
4100301,30.01002,32.28631
4100501,1.84244,2.059575
4100502,1.665946,1.86228
4100503,53.73656,60.0695
4100504,2.667993,2.98242
4101701,1.404364,1.507779
4101702,31.23649,33.51766
4101900,117.3994,123.8775
4102901,1.992487,2.11498
4102902,73.54297,78.06418
4103903,.7427424,.7947168
4103904,.7080944,.7576442
4103905,64.82471,69.3609
4104301,18.10955,20.09414
4104703,.9827064,1.081745
4104704,1.717045,1.890091
4104705,39.46629,43.44374
4105101,10.43005,11.76231
4105102,8.933802,10.07495
4105103,4.926956,5.556293
4105105,4.350248,4.90592
4105114,30.02642,33.86179
4105116,72.46351,81.71951
4105901,31.10536,35.2693
4106501,50.27815,52.72165
4106720,2.161699,2.180088
4106721,27.90256,28.13992
4106722,4.094552,4.129384
4106723,1.070646,1.079754
4106724,1.196409,1.206587
4107100,4.036641,4.562759
4109000,42.69302,46.63069
4109100,37.96365,40.74369
4109200,40.9728,44.01465
4109300,16.03737,17.96796
4200111,.103048,.130709
4200112,1.435833,1.821251
4200200,23.36174,24.85542
4200300,53.00827,57.29045
4200400,17.43647,19.00417
4200500,26.69654,29.55987
4200600,7.363611,8.21515
4200701,.734386,.8426924
4200702,13.17955,15.38522
4200801,7.932299,9.558291
4200802,5.009254,6.036069
4200803,28.68249,34.53801
4200900,44.38457,48.67568
4201000,24.29637,28.15217
4201100,38.80486,45.06368
4201200,9.282423,9.531198
4201300,60.78594,64.48133
4201400,1.694122,1.661002
4201511,23.56195,24.07943
4201512,45.18185,45.96288
4201600,7.79921,8.561752
4201701,48.02289,50.79361
4201702,39.81762,42.11493
4201801,192.2987,203.3936
4201802,308.7076,326.5187
4201803,94.36028,99.80447
4201804,131.1126,138.6773
4201805,145.5352,153.932
4201806,41.11833,43.49069
4201807,112.993,119.5122
4201900,68.97586,77.66228
4202011,13.67227,14.35398
4202012,7.718093,8.102924
4202013,32.21555,33.82184
4202100,37.54955,38.66677
4202200,53.97025,55.95694
4202301,69.5504,80.20085
4202302,12.79585,15.17332
4202401,42.57553,45.98364
4202402,277.1403,299.325
4202500,1.874766,2.369932
4202600,21.27497,22.70027
4202701,12.5907,13.632
4202702,4.222115,4.571299
4202703,17.63628,19.09487
4202801,13.55668,14.47745
4202802,4.240933,4.655828
4202803,.5502502,.6040817
4202901,6.768275,7.330519
4202902,21.68392,23.47872
4203011,23.91782,26.9789
4203012,12.41886,14.00827
4203013,8.828132,9.957986
4203014,4.377083,4.937277
4203015,6.184043,6.975498
4203111,14.96018,17.13629
4203112,15.8807,18.19069
4203113,5.837239,6.686321
4203114,9.850921,11.28383
4203115,9.89564,11.33505
4203116,5.923925,6.785616
4203117,4.415119,5.05734
4203216,7.632993,9.172713
4203221,8.433823,10.13509
4203222,5.490909,6.598529
4203223,3.863233,4.642521
4203224,3.112218,3.740011
4203225,3.37349,4.053987
4203227,4.497744,5.405025
4203228,5.400412,6.489777
4203229,5.521527,6.635324
4203230,2.470849,2.969266
4203231,5.44665,6.545343
4203311,2.176052,3.440073
4203312,.7359967,1.163521
4203313,1.163149,1.838796
4203314,2.885487,4.561602
4203411,2.184691,2.589952
4203412,.9488812,1.124899
4203413,.872077,1.033848
4203414,1.742486,2.065718
4203415,2.84718,3.375333
4203501,1.938527,2.113712
4203502,7.958937,8.67819
4203503,19.13686,20.86626
4203504,6.521868,7.111253
4203601,4.405313,4.685809
4203602,16.00665,17.02583
4203603,22.63946,24.08097
4203701,8.811604,9.968344
4203702,8.053631,9.085113
4203800,35.53804,36.64065
4203900,47.29723,46.98425
4204011,67.15986,69.91863
4204012,87.68796,90.94097
4400103,1.789114,1.974295
4400105,31.21432,34.44515
4400106,2.284352,2.520793
4400107,5.614506,6.195634
4400200,13.59594,16.12305
4400300,7.410165,14.48287
4400400,12.3914,15.7438
4500101,.9334747,1.129574
4500201,3.152671,3.38569
4500301,6.991263,7.544386
4500302,3.091806,3.336418
4500303,.8249021,.8901653
4500304,.9943491,1.073018
4500305,2.055967,2.218628
4500401,1.968975,2.152409
4500402,2.583165,2.823819
4500403,1.227482,1.341836
4500501,3.454853,4.740802
4500601,.4520093,.7103133
4500602,.8836718,1.388653
4500700,2.103896,2.494448
4500800,2.295725,2.50898
4500901,1.031262,1.162574
4501001,2.144854,2.341418
4501100,.4267794,.4876879
4501200,13.86406,16.71374
4501301,.6324766,.7493904
4501302,1.17093,1.387377
4501401,1.169483,1.449491
4501402,.2764417,.3426299
4501403,2.336541,2.895978
4501501,1.36141,1.675816
4501600,2.451839,2.78
4501700,.4176462,.6883206
4501800,3.239542,3.638846
4501901,99.32045,147.4371
4502001,55.59662,84.80374
4502100,5.056748,6.793308
4502201,2.088972,3.054296
4502202,.206308,.301644
4502301,74.54554,149.3594
4502302,21.27812,42.63284
4502303,60.34441,120.906
4502400,50.92984,56.47851
4502500,.584801,.6625128
4502601,20.57324,32.60002
4502701,12.42887,19.73451
4502702,7.064939,11.21768
4600100,28.15068,29.83492
4600200,4.95331,5.00669
4600300,4.13898,4.301651
4600400,4.015315,4.020604
4600501,4.183192,4.225484
4600601,.1435223,.1454701
4700100,.7759556,.8617286
4700200,18.2431,19.15499
4700301,7.332427,7.888514
4700302,1.042718,1.121797
4700401,15.91488,16.68321
4700501,4.142267,4.29849
4700600,45.62624,46.34787
4700700,7.937268,8.010283
4700800,24.60215,26.63663
4700900,5.653851,6.11018
4701000,13.10617,13.27465
4701101,30.27424,32.42092
4701201,3.236218,3.384283
4701300,3.462703,3.76098
4701400,48.42601,50.73059
4701501,10.97959,11.10133
4701502,13.49214,13.64174
4701503,16.63232,16.81675
4701504,53.19897,53.78888
4701600,26.11292,27.52555
4701700,44.26001,46.88002
4701800,2.665054,2.734851
4701900,12.69078,13.87008
4702001,1.153923,1.212956
4702002,1.645609,1.729796
4702003,9.24023,9.712945
4702101,.6745438,.7246754
4702102,2.756106,2.960937
4702200,7.557544,7.987868
4702300,18.56821,19.17935
4702401,4.772689,4.954521
4702402,5.922067,6.147687
4702403,8.496555,8.820259
4702404,22.30649,23.15633
4702405,7.820184,8.118119
4702406,15.97978,16.58858
4702501,1.17301,1.542235
4702502,.9901387,1.301801
4702503,1.254521,1.649402
4702504,7.954403,10.45818
4702505,2.541173,3.341048
4702506,1.925875,2.532076
4702507,.7130595,.9375067
4702508,3.438492,4.520813
4702600,1.799606,1.937592
4702700,1.895825,2.125683
4702800,1.223582,1.27637
4702900,37.53748,38.41509
4703000,20.25526,20.84997
4703100,12.24608,12.67904
4703200,7.275198,7.6807
4703300,15.01208,15.3637
4703401,39.76961,40.8937
4703402,79.30345,81.54497
4703403,262.8383,270.2675
4703500,34.57426,35.30375
4703600,12.44665,13.01018
4703700,29.35992,29.50491
4800100,6.163094,6.475778
4800200,2.882375,2.885872
4800300,1.811691,1.832672
4800400,3.97724,4.169795
4800501,.3517376,.3710457
4800502,7.510431,7.922703
4800600,2.739066,2.748391
4800700,9.880668,10.01647
4800800,8.630362,8.262727
4800900,2.188791,2.185633
4801000,1.932441,2.706623
4801100,5.725189,6.052281
4801200,2.534779,2.67498
4801300,1.753053,1.790044
4801400,2.188325,2.235334
4801501,1.410614,1.533195
4801502,.1879294,.2042604
4801600,2.795142,2.891294
4801700,2.042426,2.144058
4801800,2.059884,2.187298
4801901,.1239161,.122809
4801902,.101994,.1010827
4801903,.0854445,.0846811
4801904,.1947007,.1929611
4801905,.1859711,.1843096
4801907,2.006327,1.988402
4801908,.4813944,.4770934
4801909,.1195021,.1184344
4802001,1.009726,1.025806
4802002,1.48887,1.51258
4802003,4.322277,4.391109
4802004,2.355319,2.392827
4802005,1.620482,1.646288
4802006,22.50258,22.86093
4802101,1.719106,1.768837
4802102,2.478939,2.54031
4802200,9.838817,10.63211
4802301,3.818438,4.028646
4802302,2.291916,2.418087
4802303,5.259194,5.548717
4802304,13.67875,14.43178
4802305,2.658283,2.804623
4802306,2.422125,2.555464
4802307,1.530587,1.614847
4802308,2.169302,2.288724
4802309,2.181275,2.301356
4802310,2.076285,2.190586
4802311,2.324936,2.452925
4802312,3.104446,3.275348
4802313,1.334263,1.407715
4802314,3.214739,3.391712
4802315,2.396337,2.528257
4802316,1.950055,2.057407
4802317,5.501919,5.804803
4802318,5.345553,5.63983
4802319,4.506533,4.754621
4802320,2.991772,3.156472
4802321,3.564654,3.760891
4802322,4.045385,4.268087
4802400,5.483459,5.773062
4802501,4.787156,4.897201
4802502,2.350096,2.404119
4802503,1.861437,1.904227
4802504,1.73199,1.771804
4802505,2.776942,2.840777
4802506,5.235187,5.355531
4802507,2.252034,2.303802
4802508,1.966084,2.011279
4802509,3.215868,3.289793
4802510,2.646863,2.707707
4802511,1.889382,1.932814
4802512,2.386211,2.441064
4802513,1.753698,1.794011
4802514,7.277618,7.444912
4802515,4.67755,4.785075
4802516,8.577304,8.774475
4802600,14.4744,14.91034
4802700,1.064297,1.114982
4802900,11.20678,11.41373
4803000,8.307178,8.62964
4803100,12.07783,12.58552
4803305,.2375926,.238478
4803306,.266696,.2676899
4803307,1.820434,1.827218
4803308,.0952483,.0956033
4803309,.148428,.1489811
4803310,.1265707,.1270424
4803400,58.99348,61.66684
4803501,.3741141,.399922
4803502,6.064584,6.482943
4803600,4.690762,4.941157
4803700,4.463725,4.705141
4803801,.1097696,.1137155
4803802,2.419009,2.505965
4803900,4.631751,5.349691
4804000,2.66192,2.659115
4804100,2.186794,2.323933
4804200,14.89887,148.7808
4804301,2.672031,10.43925
4804302,29.76301,116.2799
4804400,12.11884,16.90415
4804501,1.087372,1.295853
4804502,.7721422,.9201849
4804503,.1078457,.1285229
4804504,.3126825,.372633
4804601,2.16301,3.288845
4804602,2.177631,3.311076
4804603,1.858575,2.825953
4804604,1.83882,2.795917
4804605,2.429941,3.694712
4804606,3.475133,5.283921
4804607,5.225436,7.945248
4804608,2.492653,3.790066
4804609,2.334018,3.548863
4804610,2.241093,3.40757
4804611,2.645735,4.022826
4804612,1.638283,2.491001
4804613,1.717016,2.610713
4804614,.8676347,1.319234
4804615,1.137764,1.729965
4804616,1.553797,2.36254
4804617,3.944705,5.997904
4804618,2.173967,3.305505
4804619,2.321151,3.529298
4804620,3.552691,5.401848
4804621,5.713981,8.688078
4804622,7.327231,11.14102
4804623,9.78644,14.88023
4804624,13.27753,20.18842
4804625,6.490312,9.868485
4804626,2.368209,3.60085
4804627,4.223372,6.421616
4804628,2.51263,3.82044
4804629,2.585203,3.930788
4804630,7.527153,11.445
4804631,3.549106,5.396397
4804633,1.610031,2.448044
4804634,2.210281,3.360721
4804635,3.297545,5.0139
4804636,3.591145,5.460318
4804637,1.542424,2.345248
4804638,1.199702,1.82414
4804639,7.481934,11.37624
4804640,11.72879,17.83356
4804701,121.3379,198.7139
4804702,34.20634,56.01937
4804801,5.642112,7.936588
4804802,70.88268,99.7085
4804803,80.97985,113.9119
4804901,2.586303,2.825756
4804902,3.363181,3.674561
4804903,4.475377,4.88973
4804904,3.105787,3.393337
4804906,10.5916,11.57222
4804907,37.99541,41.51322
4805000,24.93204,55.72344
4805100,9.339808,9.988488
4805201,2.581296,2.694286
4805202,.1577534,.1646587
4805203,.1365803,.1425588
4805204,.5672533,.5920835
4805301,7.514957,8.14851
4805302,.9382393,1.017338
4805303,1.60817,1.743748
4805304,1.962513,2.127964
4805305,3.610589,3.914981
4805306,.9802411,1.062881
4805307,.9139203,.9909688
4805308,2.280219,2.472454
4805309,16.75452,18.16702
4805401,4.296269,4.629055
4805402,.8834671,.9518998
4805500,2.402877,3.603442
4805600,6.727371,15.81942
4805700,24.31217,24.55663
4805800,8.022627,8.328259
4805901,.7613322,.8157557
4805902,1.441947,1.545024
4805903,1.320568,1.414968
4805904,.7560835,.8101318
4805905,1.406788,1.507351
4805906,1.199449,1.285191
4805907,19.13417,20.50197
4805908,1.005133,1.076985
4805909,.8432325,.9035106
4805910,.970392,1.03976
4805911,1.352548,1.449234
4805912,1.249875,1.339222
4805913,1.382348,1.481164
4805914,6.958123,7.455522
4805915,5.292156,5.670464
4805916,2.611283,2.797949
4806000,12.57309,12.90961
4806100,15.61538,16.15011
4806301,.0201701,.0216255
4806302,2.671792,2.864588
4806500,40.91691,57.85225
4806601,29.70093,59.47299
4806603,1.003155,2.008712
4806604,2.697601,5.401662
4806701,77.80076,132.6812
4806702,43.81768,74.72654
4806703,5.583052,9.52132
4806801,6.53217,6.751592
4806802,4.008111,4.142747
4806803,3.010079,3.11119
4806804,5.48469,5.668926
4806805,1.847413,1.909469
4806806,2.248077,2.323592
4806807,38.00036,39.27683
4807200,11.68142,11.86205
4807300,4.790212,5.30351
4807401,.2216024,.2339867
4807402,4.065345,4.292539
4807500,5.842958,6.357098
4807600,2.77049,3.015445
4807700,11.33158,12.62388
4903000,3.19612,3.713225
4905000,8.221169,9.563877
4911002,1.013626,1.156071
4911003,3.278321,3.739022
4911004,.5328161,.6076924
4913000,5.660676,5.96412
4921000,9.289848,9.999531
4935008,2.527144,2.544443
4935009,1.231791,1.240223
4935011,.8691016,.8750511
4935012,3.157375,3.178989
4935013,1.056499,1.063732
4935014,4.705072,4.737281
4935015,1.424549,1.4343
4935016,.6817399,.6864067
4935017,3.202286,3.224208
4949001,3.08623,3.204201
4949002,.1726099,.1792079
4949003,.1411343,.1465291
4949004,3.974497,4.126421
4953000,.4288501,.5036985
4957001,1.817545,2.04323
4957002,2.6292,2.955669
5000100,30.37432,32.2684
5000200,76.56273,81.01525
5000300,10.3864,10.54513
5000400,87.15125,95.86458
5101301,1.647876,1.937273
5101302,1.633677,1.92058
5101500,42.37941,45.04296
5101900,18.55058,19.18191
5104101,1.284419,1.480464
5104102,1.360618,1.568293
5104103,4.143458,4.775886
5105901,1.030301,1.128882
5105902,1.134099,1.242612
5105904,.9975449,1.092992
5105905,2.602252,2.851241
5105906,.6517742,.7141373
5105907,.6410971,.7024386
5105908,.7733109,.8473028
5106100,12.78072,13.39459
5106900,7.382806,8.129975
5107300,88.39974,119.6375
5108300,9.445915,11.14209
5108501,6.289833,7.571812
5108701,1.971308,2.11995
5108702,.6994304,.7521692
5109500,7.90464,19.04585
5110701,.2212667,.2381442
5110702,.4072781,.4383438
5110703,2.786214,2.998737
5110901,15.34731,16.31803
5112100,43.04573,44.73461
5114300,31.04172,33.28422
5114501,5.964344,6.317679
5114900,9.878963,10.89453
5115301,1.911023,2.122173
5115302,.3785217,.4203449
5115303,.2754087,.3058388
5116101,67.20191,71.15758
5116500,7.28048,8.054247
5117100,44.70069,46.49268
5117700,5.040412,5.340308
5117900,3.07693,4.414976
5118500,190.2215,198.9713
5119100,83.35523,88.28846
5151000,11.4913,15.41925
5154001,7.126366,7.505453
5155001,.2181722,.6716106
5155002,1.282022,3.946513
5160001,1.259619,1.391663
5161001,1.457638,1.597353
5165000,7.257606,21.51184
5168000,8.192552,8.38773
5168701,1.261793,1.352808
5170000,1.549325,2.861591
5171001,9.538184,23.9726
5171002,10.95083,27.52304
5174001,3.532359,12.65824
5176001,9.184918,9.537795
5176002,9.962518,10.34527
5177001,29.95731,32.20315
5180000,4.434084,5.534333
5181001,2.2709,5.563368
5181002,1.538399,3.768849
5181003,7.270926,17.81269
5320501,44.27943,52.3492
5320502,1.338865,1.607451
5320503,1.202556,1.459617
5320700,119.0042,125.7941
5320900,29.39221,31.17501
5321101,38.76953,42.38203
5321102,6.547346,7.15742
5321103,4.026519,4.401705
5321104,2.976876,3.254257
5321500,55.21321,63.26088
5322500,37.41635,42.51444
5322700,18.48173,20.47136
5322900,3.149034,3.259615
5323301,7.275786,7.986953
5323302,244.5243,268.4252
5323303,9.253487,10.15796
5323304,9.451602,10.37544
5323305,20.84114,22.87824
5323306,167.0629,183.3923
5323307,17.46561,19.17278
5323308,15.59827,17.12291
5323309,9.55141,10.48501
5323310,7.366875,8.086946
5323311,10.26031,11.2632
5323312,5.559053,6.102419
5323313,3.236341,3.552675
5323314,1.821507,1.999549
5323315,1.252374,1.374786
5323316,3.083341,3.38472
5323317,2.741936,3.009945
5323318,3.581837,3.931941
5323501,5.49627,6.195245
5323502,6.514329,7.342773
5324100,70.27925,75.90182
5325301,2.324328,2.444851
5325302,1.564611,1.645741
5325303,5.710734,6.006852
5325304,95.04588,99.97429
5325305,3.69516,3.886764
5325306,3.005899,3.161764
5325307,2.336185,2.457323
5325308,19.65899,20.67837
5325701,44.70172,48.3944
5326101,17.95437,20.91141
5326102,16.94402,19.73465
5326103,1.154066,1.344138
5326104,.4749,.5531148
5326105,.4546275,.5295035
5326106,.6208323,.7230817
5326301,54.82799,63.8105
5326302,3.837969,4.466746
5326303,3.595314,4.184337
5326304,1.490509,1.734701
5326500,63.46468,71.99229
5326701,11.23107,12.27419
5326702,1.398148,1.528006
5327301,51.0707,54.49006
5327302,2.792507,2.979475
5327500,43.90876,47.96953
5327701,22.12055,24.43111
5327702,.3462928,.3824641
5400100,256.0785,260.049
5400200,167.2654,172.3201
5400300,76.79412,83.80994
5400400,20.66142,21.1218
5400500,27.79639,29.05059
5400600,61.73039,63.73691
5400700,94.7416,97.67915
5400800,88.78067,91.58018
5400900,485.2462,497.221
5401000,72.39938,74.15619
5401100,73.08794,75.77824
5401200,249.7177,261.095
5500100,23.05196,23.19566
5500200,23.0217,23.39242
5500300,20.77571,20.93325
5500400,22.87653,23.08761
5500501,.8154455,.8918922
5500502,8.331839,9.112935
5500600,3.559855,3.68463
5500700,10.83599,11.4265
5500800,16.42237,17.21268
5500900,6.87353,6.78717
5501000,5.435146,5.618018
5501100,5.418244,5.773202
5501200,48.76173,48.9527
5501300,47.01881,47.77424
5501400,14.31104,14.49721
5501500,8.625998,8.754195
5501600,17.55934,18.03514
5501700,4.983158,5.231233
5501800,16.45582,16.70299
5501900,13.0064,13.86491
5502000,16.12556,17.11092
5502101,.1448515,.154259
5502102,.5482309,.5838365
5502103,.9081978,.9671819
5502104,1.199878,1.277806
5502105,7.438305,7.921397
5502200,52.36472,55.94665
5502300,9.165719,9.420792
5502400,.6413227,.7405132
5502501,5.897232,6.095383
5502502,1.968968,2.035126
5502503,2.708042,2.799035
5502600,4.466562,4.749374
5502801,11.56866,11.29045
5502802,11.07412,10.8078
5502803,4.673804,4.561405
5502804,5.303062,5.175529
5502805,4.814155,4.69838
5502806,8.965863,8.750244
5502807,17.59902,17.17578
5502808,28.80099,28.10836
5502900,4.472059,4.807119
5503000,6.419754,6.184266
5600100,11.59395,13.01662
5600200,5.368982,5.883868
5600300,2.041272,2.240473
5600400,14.33061,15.97663
5600500,9.85821,10.83614
